순,이름,팀/포지션,정렬용,출장,이닝,평균구속_직구,평균구속_슬라,평균구속_커브,평균구속_첸졉,평균구속_스플,평균구속_싱커,평균구속_너클,평균구속_기타,직구구사율,슬라구사율,커브구사율,첸졉구사율,스플구사율,싱커구사율,너클구사율,기타구사율,Swing%IZ,Swing%OZ,Swing%All,Contact%IZ,Contact%OZ,Contact%All,Zone%
270,송윤준,23한, 135.1 , 4 , 4.1 , 135.1 , 113.0 ,  , 116.5 ,  ,  ,  ,  , 10.1 , 2.9 , 0.0 , 87.0 , 0.0 , 0.0 , 0.0 , 0.0 , 56.3 , 27.0 , 40.6 , 77.8 , 60.0 , 71.4 , 46.4 
271,고영표,23K, 134.6 , 28 , 174.2 , 134.6 , 124.6 , 113.4 , 116.5 ,  , 134.4 ,  ,  , 25.2 , 2.2 , 14.3 , 37.8 , 0.0 , 20.6 , 0.0 , 0.0 , 65.4 , 41.6 , 52.6 , 88.4 , 67.3 , 79.5 , 46.4 
272,정우람,23한, 133.9 , 52 , 40.1 , 133.9 , 123.1 , 110.3 , 118.4 ,  , 128.1 ,  ,  , 51.5 , 14.4 , 0.5 , 25.1 , 0.0 , 8.4 , 0.0 , 0.0 , 69.3 , 27.9 , 45.8 , 85.2 , 80.2 , 83.5 , 43.3 
,홍성민,23키, 133.9 , 2 , 2.0 , 133.9 ,  ,  , 118.2 , 114.4 , 131.0 ,  ,  , 38.8 , 0.0 , 0.0 , 40.8 , 14.3 , 6.1 , 0.0 , 0.0 , 70.6 , 21.9 , 38.8 , 100.0 , 85.7 , 94.7 , 34.7 
274,김동혁,23키, 133.8 , 35 , 39.1 , 133.8 ,  , 116.4 , 121.2 ,  , 131.9 ,  ,  , 26.5 , 0.0 , 5.0 , 40.1 , 0.0 , 28.4 , 0.0 , 0.0 , 67.6 , 31.5 , 46.1 , 90.3 , 76.3 , 84.6 , 40.4 
275,박민호,23S, 133.4 , 10 , 10.0 , 133.4 , 124.1 , 114.0 , 124.0 ,  , 133.5 ,  ,  , 51.8 , 35.4 , 1.8 , 8.5 , 0.0 , 2.4 , 0.0 , 0.0 , 73.0 , 26.9 , 47.3 , 96.3 , 76.0 , 89.9 , 44.3 
276,김대우,23삼, 132.9 , 44 , 64.0 , 132.9 , 122.3 , 119.9 , 127.0 ,  , 130.6 ,  ,  , 34.2 , 33.7 , 11.7 , 0.1 , 0.0 , 20.3 , 0.0 , 0.0 , 70.8 , 25.6 , 47.0 , 84.6 , 76.7 , 82.3 , 47.4 
277,최하늘,23삼, 132.8 , 3 , 6.1 , 132.8 , 124.0 , 116.0 , 120.2 ,  ,  ,  ,  , 39.9 , 16.9 , 2.0 , 41.2 , 0.0 , 0.0 , 0.0 , 0.0 , 73.3 , 23.3 , 43.3 , 93.2 , 76.2 , 87.7 , 40.0 
278,정찬헌,23키,  , 14 , 72.0 ,  , 128.4 , 113.9 ,  , 126.4 , 134.5 ,  ,  , 0.0 , 23.3 , 22.7 , 0.0 , 18.9 , 35.1 , 0.0 , 0.0 , 60.8 , 26.8 , 43.5 , 94.7 , 75.7 , 88.7 , 49.3 
,요키시,23키,  , 12 , 65.2 ,  , 135.7 , 124.4 , 132.6 ,  , 142.0 ,  ,  , 0.0 , 7.1 , 26.0 , 18.6 , 0.0 , 48.4 , 0.0 , 0.0 , 63.4 , 35.4 , 46.9 , 89.9 , 69.9 , 81.0 , 41.2 
,박준표,23K,  , 33 , 28.0 ,  ,  , 118.0 ,  , 134.7 , 140.8 ,  ,  , 0.0 , 0.0 , 19.7 , 0.0 , 7.3 , 73.1 , 0.0 , 0.0 , 62.6 , 32.0 , 45.5 , 96.5 , 79.7 , 89.9 , 44.1 
,송은범,23L,  , 4 , 3.2 ,  , 134.9 , 115.6 ,  ,  , 140.9 ,  ,  , 0.0 , 27.8 , 9.3 , 0.0 , 0.0 , 63.0 , 0.0 , 0.0 , 70.0 , 23.5 , 40.7 , 85.7 , 62.5 , 77.3 , 37.0 
,하준수,23N,  , 1 , 1.0 ,  , 132.3 ,  ,  ,  , 144.1 ,  ,  , 0.0 , 12.1 , 0.0 , 0.0 , 0.0 , 87.9 , 0.0 , 0.0 , 57.1 , 31.6 , 42.4 , 62.5 , 83.3 , 71.4 , 42.4 
,양현,23키,  , 54 , 57.0 ,  ,  , 118.7 , 121.0 ,  , 129.2 ,  ,  , 0.0 , 0.0 , 42.4 , 0.1 , 0.0 , 57.4 , 0.0 , 0.0 , 68.3 , 30.5 , 46.4 , 94.1 , 82.5 , 89.7 , 42.2 
,이인복,23롯,  , 10 , 33.1 ,  , 130.4 , 113.7 ,  , 130.5 , 140.6 ,  ,  , 0.0 , 14.9 , 5.7 , 0.0 , 29.1 , 50.3 , 0.0 , 0.0 , 66.1 , 36.6 , 48.3 , 95.8 , 75.9 , 86.6 , 39.5 
,정우영,23L,  , 60 , 51.2 ,  , 135.7 , 130.8 ,  , 138.5 , 148.9 ,  ,  , 0.0 , 19.6 , 1.3 , 0.0 , 1.4 , 77.8 , 0.0 , 0.0 , 57.7 , 20.7 , 37.8 , 94.0 , 73.1 , 87.9 , 46.3 
